,Start Time,End Time,EN,ES,Highlight,Comments,Speaker,Interview
294,00:15:13:19,00:15:18:19,"valuable that gave life in was the black, fertile earth.","valiosa que dio vida en era la tierra negra, fértil.",,,jose,fuego
295,00:15:18:21,00:15:21:03,AND,Y,,,jose,fuego
296,00:15:21:03,00:15:22:18,in that creation,en esa creación,,,jose,fuego
297,00:15:22:18,00:15:27:06,"They were spirits,","eran espíritus,",,,jose,fuego
298,00:15:27:08,00:15:27:16,people.,personas.,,,jose,fuego
299,00:15:27:16,00:15:29:14,It has its narrative.,Tiene su narración.,,,jose,fuego
300,00:15:29:14,00:15:32:09,When parents xxxx,Cuando padres xxxx,,,jose,fuego
301,00:15:32:09,00:15:37:11,"They asked him to organize the land with her,","le pidieron organizar la tierra con ella,",,,jose,fuego
302,00:15:37:12,00:15:40:09,the story says so xxxx because of the color,la historia dice así que xxxx por el color,,,jose,fuego
303,00:15:40:09,00:15:45:14,"He didn't like it, I mean the black, black, but","no le gustó, ósea el negro, negra, pero",,,jose,fuego
304,00:15:45:16,00:15:48:16,"He liked the white ones,","le gustaban las blancas,",,,jose,fuego
305,00:15:48:19,00:15:51:13,cute,monas.,,,jose,fuego
306,00:15:51:13,00:15:53:09,So,Entonces,,,jose,fuego
307,00:15:53:09,00:15:56:09,"the black earth,","la tierra negra,",,,jose,fuego
308,00:15:56:12,00:16:00:01,"the Pope, well, a spiritual being,","el Papa, bueno, un ser espiritual,",,,jose,fuego
309,00:16:00:03,00:16:03:09,He picked it up and put it away.,lo cogió y lo guardó,,,jose,fuego
310,00:16:03:11,00:16:08:16,in depths because I knew that after,en profundidades porque sabía que después de,,,jose,fuego
311,00:16:08:18,00:16:12:05,work with the other earth colors,trabajar con los demás colores de tierra,,,jose,fuego
312,00:16:12:07,00:16:15:23,I was going to need it because the others,iba a necesitar porque las otras,,,jose,fuego
313,00:16:16:01,00:16:18:01,they had functions for certain,tenían funciones para ciertas,,,jose,fuego
314,00:16:18:01,00:16:21:01,"things, but they weren't","cosas, pero no eran",,,jose,fuego
315,00:16:21:01,00:16:25:01,"perfect for organizing the territory,","perfectas para ordenar en el territorio,",,,jose,fuego
316,00:16:25:03,00:16:29:04,for life they were not perfect.,para la vida no eran perfectas.,,,jose,fuego
317,00:16:29:06,00:16:32:16,And when all that happened,Y cuando pasó todo eso,,,jose,fuego
318,00:16:32:18,00:16:35:16,he realized that,se dio cuenta que,,,jose,fuego
319,00:16:35:16,00:16:37:08,"the black earth was necessary,","era necesario la tierra negra,",,,jose,fuego
320,00:16:37:08,00:16:42:15,but it cost him a lot to be able to,pero le costó mucho para poder,,,jose,fuego
321,00:16:42:17,00:16:44:13,bring him,traerle.,,,jose,fuego
322,00:16:44:13,00:16:47:01,"and other spiritual beings,","y otros seres espirituales,",,,jose,fuego
323,00:16:47:01,00:16:51:18,how xxxx helped him rescue,como xxxx le ayudó a rescatar,,,jose,fuego
324,00:16:51:18,00:16:55:12,"from where I was through wisdom,","de donde estaba a través de sabiduría,",,,jose,fuego
325,00:16:55:14,00:17:01:23,but we are talking about spiritual beings.,pero estamos hablando de seres espirituales.,,,jose,fuego
326,00:17:02:01,00:17:05:08,In this way the law of origin,De esa manera la ley de origen,,,jose,fuego
327,00:17:05:10,00:17:08:05,"or creation as they say,","o la creación como se dice,",,,jose,fuego
328,00:17:08:05,00:17:11:17,"explain, the mamo explain","explica, los mamo explican",,,jose,fuego
329,00:17:11:19,00:17:17:15,"and then dawn, there was no day","y luego amanece, no había día",,,jose,fuego
330,00:17:17:17,00:17:21:06,and when he was born there was Father Sol,y ya cuando nació había el padre Sol,,,jose,fuego
331,00:17:21:08,00:17:24:03,xxxx,xxxx,,,jose,fuego
332,00:17:24:03,00:17:26:23,well the sun,pues el sol,,,jose,fuego
333,00:17:26:23,00:17:29:07,of the night,de la noche,,,jose,fuego
334,00:17:29:07,00:17:33:22,and after that xxxx was born,y después de ahí nació el xxxx,,,jose,fuego
335,00:17:34:00,00:17:35:12,"which is now the sun,","que es ahora el sol,",,,jose,fuego
336,00:17:35:12,00:17:40:15,was born here on earth.,nació aquí en tierra.,,,jose,fuego
337,00:17:40:17,00:17:43:08,And then,Y luego,,,jose,fuego
338,00:17:43:08,00:17:45:05,Mother,la madre,,,jose,fuego
339,00:17:45:05,00:17:48:12,He placed it in the center,lo ubicó en el centro,,,jose,fuego
340,00:17:48:14,00:17:53:05,and that's when it's already dawn and when it's dawn,y es cuando ya amaneció y cuando amaneció,,,jose,fuego
341,00:17:53:07,00:17:56:12,everything that had been created in spirit,todo lo que se había creado en espíritu,,,jose,fuego
342,00:17:56:14,00:18:02:06,materialized.,se materializó.,,,jose,fuego
343,00:18:02:08,00:18:03:16,Then they would wonder,Entonces se preguntarían,,,jose,fuego
344,00:18:03:16,00:18:06:16,How so in spirit?,¿Cómo así en espíritu?,,,jose,fuego
345,00:18:06:16,00:18:09:09,"That's why we humans,","Por eso nosotros humanos,",,,jose,fuego
346,00:18:09:09,00:18:11:08,before,antes de,,,jose,fuego
347,00:18:11:08,00:18:14:18,"do recording work,","hacer trabajo de grabaciones,",,,jose,fuego
348,00:18:14:20,00:18:18:18,"think first, feel, first","primero piensa, siente, primero",,,jose,fuego
349,00:18:18:20,00:18:21:06,"start to feel,","empieza a sentir,",,,jose,fuego
350,00:18:21:06,00:18:24:07,"does not speak it, but in your","no lo habla, sino que en tu",,,jose,fuego
351,00:18:24:07,00:18:29:08,spirit begins to ask how am I going to do it?,espíritu empieza a preguntar ¿cómo lo voy a hacer?,,,jose,fuego
352,00:18:29:10,00:18:33:00,When are they going to build a bridge,Cuando van a hacer un puente,,,jose,fuego
353,00:18:33:02,00:18:37:03,"First start analyzing from the spirit,","primero empieza a analizar desde el espíritu,",,,jose,fuego
354,00:18:37:05,00:18:40:05,"not first speaking,","no primero hablando,",,,jose,fuego
355,00:18:40:10,00:18:44:06,"but it represents I'm going to do it like this,","sino que representa lo voy a hacer así,",,,jose,fuego
356,00:18:44:08,00:18:47:16,You just know how the rest are going to do it,no más lo sabes tú como lo vas a hacer el resto,,,jose,fuego
357,00:18:47:18,00:18:53:01,"He doesn't know, you already manage to perfect","no lo sabe, ya logras perfeccionar",,,jose,fuego
358,00:18:53:03,00:18:55:06,"that spiritual construction,","esa construcción espiritual,",,,jose,fuego
359,00:18:55:06,00:18:59:03,So that's where you say I know how I'm going to do it.,entonces ahí es donde dices ya se cómo voy a hacer,,,jose,fuego
360,00:18:59:04,00:19:01:08,and it turns out perfect.,y le sale perfecto.,,,jose,fuego
361,00:19:01:10,00:19:02:16,Then you have,Entonces tiene,,,jose,fuego
362,00:19:02:16,00:19:06:17,"origin, that is why it is said that everything was created on the moon,","origen, es por eso se dice que todo se creó en la luna,",,,jose,fuego
363,00:19:06:18,00:19:10:05,everything is built on the moon.,todo se construye en la luna.,,,jose,fuego
364,00:19:10:07,00:19:14:09,In Spanish it would be first in spirit,En español seria primero en espíritu,,,jose,fuego
365,00:19:14:11,00:19:16:16,"so that things turn out well,","para que le salgan las cosas bien,",,,jose,fuego
366,00:19:16:16,00:19:20:09,build it first very well from luna,constrúyalo primero muy bien desde luna,,,jose,fuego
367,00:19:20:10,00:19:22:17,and if they don't build it very well from the moon,y si no lo construyen muy bien desde la luna,,,jose,fuego
368,00:19:22:17,00:19:27:19,"all things fail, problems.","todas las cosas fracasan, problemas.",,,jose,fuego
369,00:19:27:21,00:19:29:17,"and likewise, because these beings","y así mismo, pues estos seres",,,jose,fuego
370,00:19:29:17,00:19:32:23,They materialized,Se materializaron,,,jose,fuego
371,00:19:33:01,00:19:35:09,and at dawn,y al amanecer,,,jose,fuego
372,00:19:35:09,00:19:38:06,it already materializes,ya se materializa,,,jose,fuego
373,00:19:38:06,00:19:40:20,and arises,y surge,,,jose,fuego
374,00:19:40:20,00:19:45:16,first beings that are already,primeros seres que son ya,,,jose,fuego
375,00:19:45:18,00:19:48:23,xxxx but now humans,xxxx pero ya humanos,,,jose,fuego
376,00:19:49:01,00:19:52:01,of being gods,de ser dioses,,,jose,fuego
377,00:19:52:01,00:19:53:18,to order again,a ordenar otra vez,,,jose,fuego
378,00:19:53:18,00:19:58:01,"in the material,","en lo material,",,,jose,fuego
379,00:19:58:03,00:20:00:01,organize the forest,ordenar el bosque,,,jose,fuego
380,00:20:00:01,00:20:03:20,"like the father of the forest xxxx,","como el padre del bosque xxxx,",,,jose,fuego
381,00:20:03:22,00:20:04:23,build,construir,,,jose,fuego
382,00:20:04:23,00:20:07:10,What is the care of the forest like?,cómo es el cuidado del bosque.,,,jose,fuego
383,00:20:07:10,00:20:07:17,That's why,Por eso,,,jose,fuego
384,00:20:07:17,00:20:09:01,when we talk about care,cuando nosotros hablamos de cuidado,,,jose,fuego
385,00:20:09:01,00:20:12:01,"of the forest we base ourselves on that principle,","del bosque nos basamos en ese principio,",,,jose,fuego
386,00:20:12:01,00:20:18:11,because in that code it explains everything,porque en ese código explica todo,,,jose,fuego
387,00:20:18:13,00:20:19:22,and so,y así,,,jose,fuego
388,00:20:19:22,00:20:22:11,"the first men lived,","vivieron los primeros hombres,",,,jose,fuego
389,00:20:22:11,00:20:27:13,"I say beings that lived, they were the children of the mother","digo seres que vivieron, fueron ellos los hijos de la madre",,,jose,fuego
390,00:20:27:15,00:20:32:12,and they built mountains xxxx.,y construyeron montañas xxxx.,,,jose,fuego
391,00:20:32:14,00:20:33:08,and,y,,,jose,fuego
392,00:20:33:08,00:20:38:15,by completing the mission now for us,al completar la misión ya para nosotros,,,jose,fuego
393,00:20:38:16,00:20:42:01,"humans, no longer gods, but","humanos, ya no dioses, sino",,,jose,fuego
394,00:20:42:03,00:20:46:21,"For us, they already left for xxxx.","para nosotros, ellos ya se fueron para xxxx.",,,jose,fuego
395,00:20:46:22,00:20:47:10,Is for this that I know,Por eso se,,,jose,fuego
396,00:20:47:10,00:20:52:04,He says that in xxxx they are present,dice que en xxxx ellos están presentes,,,jose,fuego
397,00:20:52:06,00:20:57:13,and they demonstrate before the mamos,y se manifiestan ante los mamos,,,jose,fuego
398,00:20:57:15,00:20:59:12,"for the little brother,","para el hermano menor,",,,jose,fuego
399,00:20:59:12,00:21:03:05,"for the xxxx, for the xxxx for the xxxx for","para el xxxx, para el xxxx  para el xxxx para",,,jose,fuego
400,00:21:03:07,00:21:05:21,"the xxxx, for any race","el xxxx, para cualquier raza",,,jose,fuego
401,00:21:05:21,00:21:12:23,This is the placenta of humanity in xxxx.,esta la placenta de la humanidad en xxxx.,,,jose,fuego
402,00:21:13:01,00:21:14:08,So,Entonces,,,jose,fuego
403,00:21:14:08,00:21:16:20,That's what creation is.,eso es lo que es la creación.,,,jose,fuego
404,00:21:16:20,00:21:20:02,Therefore since the creation,Por eso pues desde la creación,,,jose,fuego
405,00:21:20:04,00:21:23:14,parents taught us,los padres nos enseñaron,,,jose,fuego
406,00:21:23:16,00:21:26:16,How to manage your own calendar,"cómo se maneja el calendario propio,",,,jose,fuego
407,00:21:26:22,00:21:30:08,"how forest management is taught,","cómo se enseña el manejo de bosque,",,,jose,fuego
408,00:21:30:10,00:21:33:17,"how the management of sacred sites is taught,","cómo se enseña el manejo de sitios sagrados,",,,jose,fuego
409,00:21:33:19,00:21:38:12,It was they who organized that wisdom.,fueron ellos que organizaron esa sabiduría.,,,jose,fuego
410,00:21:38:14,00:21:39:10,Every thing,Cada cosa,,,jose,fuego
411,00:21:39:10,00:21:43:08,who will receive poporo them,que va a recibir poporo ellos,,,jose,fuego
412,00:21:43:10,00:21:46:10,They organized it and we applied it.,lo organizaron y lo aplicamos.,,,jose,fuego
413,00:21:46:14,00:21:50:10,when it burns,Cuando se quema,,,jose,fuego
414,00:21:50:12,00:21:52:23,they taught us,ellos nos enseñaron,,,jose,fuego
415,00:21:52:23,00:21:55:23,and therefore based on that,y por eso basado a eso,,,jose,fuego
416,00:21:56:02,00:21:57:18,healing is done,se hace sanación,,,jose,fuego
417,00:21:57:18,00:22:03:13,"so that it does not affect life, so that Mma does not charge us.","para que no afecte a la vida, para que no nos cobre Mma.",,,jose,fuego
418,00:22:03:15,00:22:05:22,Support.,El apoyo.,,,jose,fuego
419,00:22:05:22,00:22:07:19,And likewise,Y así mismo,,,jose,fuego
420,00:22:07:19,00:22:13:01,"the wisdom of the sea, xxxx.","la sabiduría del mar, xxxx.",,,jose,fuego
421,00:22:13:03,00:22:15:03,So,Entonces,,,jose,fuego
422,00:22:15:03,00:22:17:04,that's why every thing,por eso cada cosa,,,jose,fuego
423,00:22:17:04,00:22:19:18,"and let's say mamos, every little thing","y digamos mamos, cada cosita",,,jose,fuego
424,00:22:19:18,00:22:24:13,"that you ask them, they know,","que usted le pregunta, ellos saben,",,,jose,fuego
425,00:22:24:15,00:22:26:00,there is nothing mom or say,no hay nada que mamo diga,,,jose,fuego
426,00:22:26:00,00:22:30:12,"I don't know what that's like, nothing,","yo no sé cómo es eso, nada,",,,jose,fuego
427,00:22:30:14,00:22:34:13,"It's like our Google,","es como nuestro Google,",,,jose,fuego
428,00:22:34:15,00:22:37:20,Spiritual Google.,Google espiritual.,,,jose,fuego
429,00:22:37:22,00:22:39:03,Mm,Mm,,,jose,fuego
430,00:22:39:03,00:22:43:20,Mamo is like me,Mamo es como el yo,,,jose,fuego
431,00:22:43:22,00:22:44:23,spiritual,espiritual,,,jose,fuego
432,00:22:44:23,00:22:47:11,and,y,,,jose,fuego
433,00:22:47:11,00:22:50:00,who was born of such a father,que nació de tal padre,,,jose,fuego
434,00:22:50:00,00:22:52:16,and what is the place like?,y como es el lugar,,,jose,fuego
435,00:22:52:16,00:22:55:16,"It's called that, place of","se llama así, lugar de",,,jose,fuego
436,00:22:55:18,00:22:59:13,"ways of speaking,","formas de hablar,",,,jose,fuego
437,00:22:59:15,00:23:04:04,which is located as,que se ubica como,,,jose,fuego
438,00:23:04:06,00:23:04:17,at the other side of,al otro lado de,,,jose,fuego
439,00:23:04:17,00:23:09:06,the saw.,la sierra.,,,jose,fuego
440,00:23:09:08,00:23:13:13,"Mamo, because he fucks and dresses in white","Mamo, porque el coge y se viste de blanco",,,jose,fuego
441,00:23:13:14,00:23:14:05,has his,tiene su,,,jose,fuego
442,00:23:14:05,00:23:18:03,"explanation, because he poporo, has his explanation,","explicación, porque él poporo, tiene su explicación,",,,jose,fuego
443,00:23:18:05,00:23:20:11,there is nothing that says,no hay nada que diga,,,jose,fuego
444,00:23:20:11,00:23:23:15,"Oh, I don't know what that will be like.",ay yo no sé cómo será eso.,,,jose,fuego
445,00:23:23:17,00:23:27:06,What is a butterfly? Ay! I do not know,¿Qué es una mariposa? ay no sé,,,jose,fuego
446,00:23:27:08,00:23:30:12,"It's no longer mamo,","ya no es entonces mamo,",,,jose,fuego
447,00:23:30:14,00:23:32:09,but,si no,,,jose,fuego
448,00:23:32:09,00:23:34:10,"you know the explanation,","saben la explicación,",,,jose,fuego
449,00:23:34:10,00:23:36:23,the explanation,la explicación,,,jose,fuego
450,00:23:36:23,00:23:38:14,from this.,de esto.,,,jose,fuego
451,00:23:38:14,00:23:41:14,"And that's why we,","Y por eso nosotros,",,,jose,fuego
452,00:23:41:18,00:23:43:18,I have seen brothers who,he visto hermanos que,,,jose,fuego
453,00:23:43:18,00:23:44:09,when,cuando,,,jose,fuego
454,00:23:44:09,00:23:47:14,the science that even if everything proves,la ciencia que aun si todo prueba,,,jose,fuego
455,00:23:47:16,00:23:50:02,"It doesn't surpass that mamo explanation,","no supera esa explicación del mamo,",,,jose,fuego
456,00:23:50:02,00:23:53:02,because it always points to the same thing,porque siempre apunta a lo mismo,,,jose,fuego
457,00:23:53:02,00:23:56:21,and the mom already knew it.,y el mamo ya se lo sabía.,,,jose,fuego
458,00:23:56:23,00:23:58:17,Are they also scientists?,¿También son científicos?,,,jose,fuego
459,00:23:58:17,00:24:02:21,"They are scientists beyond teaching, that is why once","Son científicos más allá de enseñar, por eso una vez",,,jose,fuego
460,00:24:02:23,00:24:06:08,"here in the mountains there is a mamo called xxxx,","acá en la sierra existe un mamo que se llama xxxx,",,,jose,fuego
461,00:24:06:10,00:24:11:15,they took him to,lo llevaron para,,,jose,fuego
462,00:24:11:17,00:24:12:23,Europe.,Europa.,,,jose,fuego
463,00:24:12:23,00:24:16:22,"There was a scientist, an astronomer, rather","Había un científico, un astrónomo, mejor dicho",,,jose,fuego
464,00:24:17:00,00:24:19:14,he was a tenacious man,era un man tenaz,,,jose,fuego
465,00:24:19:14,00:24:23:23,"to, as they say, compete with mamo,","para, como quien dice, competir con mamo,",,,jose,fuego
466,00:24:24:01,00:24:25:20,"of stars,","de estrellas,",,,jose,fuego
467,00:24:25:20,00:24:28:15,"and it turns out that there is one very star,","y resulta que hay una estrella de lo más,",,,jose,fuego
468,00:24:28:15,00:24:33:10,"the smallest, but the most like in science","de lo más pequeña, pero de los más como en la ciencia",,,jose,fuego
469,00:24:33:12,00:24:35:22,important.,importante.,,,jose,fuego
470,00:24:35:22,00:24:36:13,So he,Entonces el,,,jose,fuego
471,00:24:36:13,00:24:40:17,"astronomer wanted to know if the mamo is so wise,","astrónomo quería saber si el mamo es tan sabio,",,,jose,fuego
472,00:24:40:19,00:24:41:22,"without making mistakes,","sin equivocarse,",,,jose,fuego
473,00:24:41:22,00:24:45:05,this is what i was looking for.,este es lo que estaba buscando.,,,jose,fuego
474,00:24:45:07,00:24:47:20,And it turns out that,Y resulta que,,,jose,fuego
475,00:24:47:20,00:24:49:22,xxxx,xxxx,,,jose,fuego
